Gene,m1,m2,m3,m4,m5,m6,m7,m8,m9
A330069E16Rik,0.920599434,5.15005535,0,6.699351455,5.985853222,4.371025726,1.855656237,3.128464728,1.015131654
A330070K13Rik,0.920599434,3.09003321,5.403121624,1.914100416,0.855121889,1.457008575,7.422624947,1.564232364,6.090789926
A330076C08Rik,3.682397735,1.03001107,2.16124865,2.871150624,5.985853222,11.6560686,2.783484355,6.256929455,4.060526617
A330076H08Rik,53.39476716,38.11040959,57.27308922,25.84035561,63.27901978,40.79624011,49.17489027,69.60834019,57.8625043
A330093E20Rik,2.761798301,4.12004428,1.080624325,2.871150624,0.855121889,1.457008575,0.927828118,3.128464728,2.030263309
A330102I10Rik,34.06217905,29.87032103,21.6124865,28.71150624,47.88682578,43.71025726,50.10271839,40.67004146,25.37829136
A3galt2,0,4.12004428,4.322497299,1.914100416,0.855121889,1.457008575,1.855656237,4.692697092,2.030263309
A430005L14Rik,33.14157962,35.02037638,28.09623245,24.88330541,23.088291,21.85512863,19.48439049,25.02771782,19.28750143
A430033K04Rik,161.1049009,145.2315609,135.0780406,153.1280333,181.2858404,138.4158147,171.6482019,138.4345642,136.0276417
A430035B10Rik,31.30038075,27.81029889,28.09623245,21.05510457,17.10243778,11.6560686,14.84524989,18.77078837,15.22697481
A430071A18Rik,0,0,0,0,0.855121889,0,0,0,0
A430078G23Rik,0,0,0,0,1.710243778,0,0,0,0
A430088P11Rik,2.761798301,0,0,0,0,0,0,0,0
A430089I19Rik,0,0,0,0,0,0,0,0,0
A430090L17Rik,0,0,0,0,0,0,0,0,0
A430092G05Rik,0,0,0,0,0,0,0,0,0
A430093F15Rik,0.920599434,0,0,0,0.855121889,1.457008575,0.927828118,0.782116182,1.015131654
A430105I19Rik,153.7401054,89.61096308,123.191173,108.1466735,177.8653529,122.3887203,123.4011397,125.1385891,94.40724385
A430107P09Rik,0,0,0,0,0,0,0,0,0
A4galt,16.57078981,14.42015498,23.77373515,22.96920499,19.66780344,20.39812006,5.56696871,12.51385891,8.121053234
A4gnt,0,1.03001107,0,0,0.855121889,0,0,0.782116182,0
A530006G24Rik,0,0,0,0,0,0,0,0,0
A530013C23Rik,2.761798301,3.09003321,7.564370274,13.39870291,11.11658456,17.48410291,11.13393742,10.16751037,8.121053234
A530016L24Rik,0,0,0,0,1.710243778,0,0,0,1.015131654
A530032D15Rik,0,0,0,0,0,0,0,0,0
A530046M15Rik,0,0,0,0,0,0,0,0,0
A530050N04Rik,0,2.06002214,0,1.914100416,0,0,0.927828118,0,1.015131654
A530053G22Rik,0,0,0,0,0,0,0,0,0
A530054K11Rik,90.21874451,71.07076383,99.41743789,38.28200832,80.38145756,45.16726584,98.34978054,92.28970947,105.573692
A530058N18Rik,24.85618471,16.48017712,12.9674919,15.31280333,19.66780344,11.6560686,12.98959366,14.86020746,20.30263309
A530064D06Rik,0,0,0,0,0,0,0,0,0
A530065N20Rik,0,1.03001107,2.16124865,2.871150624,0,0,0,0.782116182,0
A530072M11Rik,0.920599434,5.15005535,2.16124865,0,3.420487556,2.914017151,7.422624947,3.128464728,5.075658272
A530088E08Rik,0,0,0,0,0,0,0,0,0
A530099J19Rik,0,0,0,0,0,0,0,0,0
A630001G21Rik,4.602997169,4.12004428,5.403121624,1.914100416,2.565365667,5.828034302,4.639140592,10.16751037,2.030263309
A630007B06Rik,127.9633213,162.741749,157.7711514,98.57617142,153.92194,208.3522263,243.090967,226.8136928,259.8737035
A630010A05Rik,0,0,0,0,0,0,0,0,0
A630012P03Rik,0,0,0,0,0,0,0,0,0
A630019I02Rik,0,1.03001107,1.080624325,0,0,0,0,1.564232364,1.015131654
A630020A06,0,0,0,0,0,0,0,0,0
A630023A22Rik,0,0,0,0,0,0,0,0,0
A630033H20Rik,6.444196037,2.06002214,5.403121624,0,5.985853222,0,0.927828118,4.692697092,2.030263309
A630066F11Rik,22.09438641,15.45016605,14.04811622,12.4416527,13.68195022,17.48410291,13.91742178,11.73174273,10.15131654
A630072M18Rik,82.85394904,65.92070848,49.70871894,69.86466518,60.71365411,55.36632587,71.44276511,64.13352692,65.98355753
A630073D07Rik,0,0,0,0,0,0,0,0,0
A630075F10Rik,0,0,0,0,0,0,0,0,0
A630076J17Rik,0,0,0,0,0,0,0,0,0
A630077J23Rik,0.920599434,0,0,0,0.855121889,0,0,1.564232364,1.015131654
A630089N07Rik,2.761798301,0,6.483745949,0.957050208,2.565365667,8.742051453,9.278281183,7.821161819,9.136184889
A630095E13Rik,0,0,0,0,0,0,0,0,0
A630095N17Rik,1.841198868,0,0,0,0,0,0,0,0
A730008H23Rik,6.444196037,1.03001107,3.241872975,0.957050208,0,1.457008575,1.855656237,0.782116182,1.015131654
A730017C20Rik,58.91836376,54.59058671,37.82185137,52.63776144,76.10584811,173.3840205,110.4115461,101.6751037,106.5888237
A730017L22Rik,32.22098018,41.2004428,51.86996759,28.71150624,46.176582,52.45230872,47.31923404,43.01639001,59.8927676
A730018C14Rik,1.841198868,0,0,0,0,0,0,0,0
A730020E08Rik,28.53858245,15.45016605,12.9674919,13.39870291,18.81268156,1.457008575,9.278281183,16.42443982,19.28750143
A730020M07Rik,1.841198868,4.12004428,6.483745949,3.828200832,4.275609444,1.457008575,5.56696871,1.564232364,1.015131654
A730036I17Rik,7.36479547,9.270099629,6.483745949,3.828200832,5.985853222,7.285042877,9.278281183,5.474813274,4.060526617
A730043L09Rik,0.920599434,0,1.080624325,1.914100416,0,0,2.783484355,0.782116182,0
A730046J19Rik,0,2.06002214,0,0,0,0,0,0,0
A730056A06Rik,20.25318754,22.66024354,22.69311082,36.3679079,28.21902233,13.11307718,14.84524989,18.77078837,13.19671151
A730082K24Rik,0,0,0,0,0,0,0,0,0
A730085A09Rik,0,3.09003321,0,0,0,0,0,0,0
A730085K08Rik,0,0,0,0,0,0,0,0,0
A730090H04Rik,0,0,0,0,0,0,0,0,0
A730090N16Rik,0,0,0,0,0,0,0.927828118,0,0
A730098P11Rik,0,0,1.080624325,0,4.275609444,1.457008575,1.855656237,3.128464728,2.030263309
A830009L08Rik,0,2.06002214,0,2.871150624,0,1.457008575,0.927828118,1.564232364,1.015131654
A830010M20Rik,1542.924651,1138.162232,1118.446176,846.0323838,1568.293544,1356.474984,1276.691491,1060.549543,1299.368518
A830018L16Rik,1348.678171,925.9799519,1021.189987,854.6458357,1238.216495,770.7575364,860.0966657,718.7647712,970.4658615
A830019L24Rik,0.920599434,3.09003321,0,0.957050208,0,1.457008575,0,0,1.015131654
A830052D11Rik,4.602997169,2.06002214,12.9674919,7.656401663,5.130731333,2.914017151,1.855656237,6.256929455,0
A830080D01Rik,34.98277848,41.2004428,44.30559732,17.22690374,41.04585067,43.71025726,61.23665581,45.36273855,61.92303091
A830082K12Rik,35.90337792,46.35049815,32.41872975,41.15315894,54.72780089,52.45230872,61.23665581,44.58062237,41.62039783
A830082N09Rik,260.5296398,250.29269,225.8504839,125.3735772,276.2043701,307.4288094,305.2554509,283.908174,278.1460733
A930001A20Rik,0,0,0,0,0.855121889,2.914017151,0,0.782116182,1.015131654
A930001C03Rik,0,0,1.080624325,0,0,0,0,1.564232364,1.015131654
A930003A15Rik,3.682397735,4.12004428,4.322497299,0.957050208,1.710243778,1.457008575,0.927828118,2.346348546,1.015131654
A930003O13Rik,0,1.03001107,0,0,1.710243778,0,0,0,0
A930004D18Rik,25.77678415,25.75027675,22.69311082,25.84035561,36.77024122,30.59718009,24.12353108,16.42443982,29.43881798
A930005H10Rik,22.09438641,24.72026568,33.49935407,33.49675728,22.23316911,14.57008575,21.34004672,18.77078837,19.28750143
A930006I01Rik,0,0,0,0,0,0,0,0,0
A930006K02Rik,5.523596603,4.12004428,3.241872975,5.742301247,2.565365667,1.457008575,11.13393742,7.039045637,1.015131654
A930007I19Rik,1.841198868,2.06002214,3.241872975,2.871150624,6.840975111,4.371025726,4.639140592,9.385394183,8.121053234
A930009A15Rik,0,2.06002214,2.16124865,0.957050208,1.710243778,2.914017151,1.855656237,3.128464728,4.060526617
A930011G23Rik,0,3.09003321,6.483745949,1.914100416,2.565365667,0,0,0,2.030263309
A930011O12Rik,805.5245046,616.9766309,866.6607085,759.8978651,1219.403814,916.458394,663.3971046,766.4738583,691.3046566
A930012L18Rik,1.841198868,5.15005535,7.564370274,5.742301247,5.985853222,20.39812006,5.56696871,7.039045637,7.10592158
A930013F10Rik,57.0771649,46.35049815,58.35371354,20.09805437,51.30731333,113.6466689,105.7724055,93.85394183,80.19540069
A930015D03Rik,3.682397735,6.18006642,7.564370274,6.699351455,5.985853222,5.828034302,8.350453065,8.603278001,10.15131654
A930016O22Rik,1.841198868,4.12004428,1.080624325,0,2.565365667,1.457008575,0,0,2.030263309
A930017M01Rik,92.98054281,65.92070848,70.24058112,91.87681996,148.7912087,96.16256598,77.00973382,79.77585056,83.24079565
A930018P22Rik,0,0,1.080624325,0,0,0,0,0,0
A930019D19Rik,0,1.03001107,0,0,0,0,0,0,0
A930024E05Rik,19.33258811,31.93034317,29.17685677,36.3679079,43.61121633,50.99530014,32.47398414,35.97734437,26.39342301
A930041C12Rik,0,0,1.080624325,0,0,1.457008575,0,0,0
AA387883,11.04719321,6.18006642,12.9674919,4.78525104,9.406340778,11.6560686,23.19570296,24.24560164,12.18157985
AA388235,37.74457679,21.63023247,37.82185137,33.49675728,24.79853478,40.79624011,45.4635778,25.02771782,25.37829136
AA414768,8.285394904,25.75027675,16.20936487,17.22690374,21.37804722,37.88222296,32.47398414,27.37406637,31.46908128
AA415398,50.63296886,44.29047601,33.49935407,36.3679079,42.75609444,56.82333444,37.11312473,41.45215764,39.59013452
AA465934,7.36479547,7.21007749,5.403121624,7.656401663,13.68195022,7.285042877,4.639140592,6.256929455,8.121053234
AA467197,0.920599434,3.09003321,0,0,0,1.457008575,0.927828118,0,0
AA474331,12.88839207,12.36013284,9.725618924,10.52755229,9.406340778,4.371025726,5.56696871,11.73174273,9.136184889
AA536875,0,1.03001107,0,0,3.420487556,2.914017151,0.927828118,0.782116182,0
AA543186,6.444196037,4.12004428,4.322497299,6.699351455,5.985853222,5.828034302,2.783484355,3.128464728,6.090789926
AA545190,0,0,0,0,0,0,0,0,0
AA619741,0.920599434,0,0,0,0,0,0.927828118,0,1.015131654
AA792892,0,0,0,0,0,0,0,0,0
AA986860,12.88839207,13.39014391,11.88686757,9.570502079,5.985853222,10.19906003,14.84524989,14.07809127,11.1664482
AA987161,253.1648443,157.5916937,181.5448866,34.45380748,167.6038902,141.3298318,157.7307801,151.7305393,143.1335633
Aaas,83.77454848,70.04075276,62.67621084,73.69286601,64.98926356,56.82333444,67.73145264,44.58062237,53.80197768
Aacs,200.6906766,208.0622361,202.0767487,263.1888072,170.1692559,180.6690634,207.8334985,160.3338173,205.0565942
Aadac,0,0,0,0,0,0,0,0,0
Aadacl2,0,0,0,0,0,0,0,0,0
Aadacl3,0,0,0,0,0,0,0,0,0
Aadat,0.920599434,1.03001107,2.16124865,0,0,1.457008575,0,0.782116182,0
Aaed1,23.01498585,28.84030996,25.9349838,21.05510457,33.34975367,24.76914578,19.48439049,38.32369291,35.5296079
Aagab,480.5529044,474.8351032,516.5384273,759.8978651,712.3165334,712.4771934,617.9335268,460.6664312,478.1270092
Aak1,2817.954867,2973.641959,3141.374912,2744.819996,3063.046606,4177.243586,3530.38599,3278.631035,3653.458824
Aamdc,83.77454848,144.2015498,108.0624325,123.4594768,96.62877344,65.5653859,85.36018689,79.77585056,81.21053234
Aamp,336.9393928,449.0848265,435.4916029,642.1806895,511.3628896,587.1744559,542.7794492,493.5153108,496.399379
Aanat,0.920599434,0,0,0,0,1.457008575,0,0.782116182,0
Aar2,239.3558528,290.4631217,280.9623245,365.5931794,299.2926611,273.9176122,250.513592,229.9421575,280.1763366
Aard,8.285394904,16.48017712,9.725618924,7.656401663,4.275609444,8.742051453,2.783484355,6.256929455,5.075658272
Aars,649.0226008,758.0881475,722.9376733,902.4983461,712.3165334,845.0649738,879.5810562,771.1665554,806.0145335
Aars2,172.1520941,170.9818376,184.7867595,157.9132843,143.6604773,151.5288919,138.2463896,141.5630289,133.9973784
Aarsd1,292.75062,314.1533763,237.7373515,269.8881586,273.6390044,233.1213721,244.9466232,225.2494604,211.1473841
Aasdh,72.72735527,61.8006642,91.85306761,48.8095606,100.049261,77.2214545,65.8757964,97.76452274,90.34671723
Aasdhppt,297.3536171,267.8028782,274.4785785,209.5939955,307.84388,187.9541062,222.6787484,234.6348546,275.1006783
Aass,34.98277848,45.32048708,42.14434867,44.98135977,31.63950989,26.22615436,38.96878097,42.23427382,33.49934459
Aatf,81.93334961,76.22081918,71.32120544,52.63776144,51.30731333,81.59248023,85.36018689,93.07182565,71.0592158
Aatk,1572.383833,1767.498996,1854.351341,1842.32165,1496.463306,1375.416095,1286.8976,1374.178132,1338.958652
AB099516,0,0,0,0,0,0,0,0,0
AB124611,2.761798301,3.09003321,0,2.871150624,0,0,0,1.564232364,0
Abat,1332.107381,1460.555697,1337.812914,1543.721985,1585.395982,1470.121653,1235.867054,1208.369501,1284.141543
Abca1,464.9027141,520.1555903,545.715284,506.27956,615.68776,732.8753135,501.0271839,649.9385472,707.5467631
Abca12,0.920599434,1.03001107,1.080624325,0,0,0,0.927828118,0,1.015131654
Abca13,0.920599434,1.03001107,0,0,0.855121889,1.457008575,0.927828118,1.564232364,1.015131654
Abca14,0,0,0,0,0.855121889,0,1.855656237,0,0
Abca15,0,0,0,0,0,0,0,0,0
Abca16,0,0,0,0,0,0,0,0,0
Abca17,5.523596603,5.15005535,0,9.570502079,6.840975111,11.6560686,1.855656237,8.603278001,9.136184889
Abca2,1047.642156,1336.954369,1432.907855,1290.10368,1287.813565,1542.972081,1375.041271,1758.979293,1672.936966
Abca3,357.1925803,489.2552582,401.9922488,542.6474679,437.8224071,563.8623187,585.4595427,515.4145639,569.4888581
Abca4,1.841198868,71.07076383,4.322497299,8.613451871,14.53707211,5.828034302,23.19570296,118.0995435,163.4361963
Abca5,314.8450064,335.7836088,365.2510218,240.2196022,374.5433873,467.6997527,474.1201685,561.5594186,527.8684602
Abca6,33.14157962,44.29047601,29.17685677,22.96920499,32.49463178,29.14017151,25.97918731,32.06676346,42.63552948
Abca7,127.9633213,129.7813948,126.433046,146.4286818,121.4273082,112.1896603,87.21584312,132.9597509,136.0276417
Abca8a,87.45694621,80.34086345,86.44994599,66.99351455,103.4697486,104.9046174,75.15407759,100.8929875,115.7250086
Abca8b,238.4352534,209.0922472,242.0598488,153.1280333,253.971201,356.967101,281.1319199,272.9585475,265.9644934
Abca9,105.8689349,89.61096308,98.33681356,93.79092038,107.745358,87.42051453,90.9271556,126.7028215,117.7552719
Abcb10,270.6562335,221.45238,213.9636163,324.4400205,414.7341161,252.0624836,333.0902945,241.6739002,244.6467287
Abcb11,0,0,0,0.957050208,0,0,0,0,0
Abcb1a,100.3453383,93.73100736,117.7880514,91.87681996,145.3707211,104.9046174,98.34978054,107.9320331,111.664482
Abcb1b,19.33258811,24.72026568,16.20936487,18.18395395,16.24731589,10.19906003,27.83484355,20.33502073,28.42368632
Abcb4,49.71236943,67.98073062,74.56307841,35.41085769,55.58292278,42.25324869,60.30882769,47.7090871,60.90789926
Abcb5,0,0,0,0,0,0,0,0,0
Abcb6,127.0427219,103.001107,126.433046,121.5453764,141.0951117,112.1896603,110.4115461,107.1499169,91.36184889
Abcb7,338.7805916,357.4138413,424.6853597,332.0964221,450.6492354,426.9035126,433.2957313,405.9182984,485.2329308
Abcb8,230.1498585,238.9625682,217.2054893,284.2439118,194.1126688,187.9541062,189.2769361,185.3615351,172.5723812
Abcb9,137.1693156,123.6013284,132.916792,170.354937,100.9043829,88.87752311,103.9167493,122.0101244,111.664482
Abcc1,155.5813043,187.4620147,178.3030136,116.7601254,142.8053554,151.5288919,181.8543112,197.875394,185.7690927
Abcc10,45.10937226,45.32048708,57.27308922,28.71150624,35.91511933,30.59718009,39.89660909,49.27331946,39.59013452
Abcc12,1.841198868,2.06002214,1.080624325,2.871150624,3.420487556,0,0,2.346348546,4.060526617
Abcc2,0.920599434,0,0,0,0.855121889,0,0,2.346348546,0
Abcc3,22.09438641,20.6002214,23.77373515,15.31280333,17.95755967,20.39812006,20.4122186,12.51385891,23.34802805
Abcc4,64.44196037,69.01074169,48.62809462,72.7358158,90.64292022,91.79154026,103.9167493,107.9320331,96.43750716
Abcc5,424.396339,467.6250258,528.4252949,481.3962546,532.7409368,795.5266822,654.1188234,723.4574683,674.0474185
Abcc6,11.96779264,5.15005535,18.37061352,6.699351455,17.10243778,1.457008575,11.13393742,10.16751037,5.075658272
Abcc8,216.3408669,234.8425239,255.0273407,317.740669,474.5926483,405.048384,314.5337321,321.4497508,250.7375186
Abcc9,79.17155131,75.19080811,78.88557571,88.04861913,83.80194511,53.90931729,57.52534334,93.85394183,64.96842588
Abcd1,68.1243581,52.53056457,50.78934327,91.87681996,51.30731333,46.62427442,58.45317146,60.22294601,50.75658272
Abcd2,516.4562824,359.4738634,394.4278786,292.8573636,451.5043573,320.5418866,340.5129194,311.2822404,369.5079222
Abcd3,437.2847311,416.1244723,413.8791164,378.0348321,357.4409496,383.1932554,483.3984497,447.3704561,528.8835919
Abcd4,36.82397735,32.96035424,35.66060272,35.41085769,37.62536311,42.25324869,59.38099957,65.69775928,49.74145106
Abce1,912.3140389,777.6583578,833.1613545,505.3225098,915.835543,696.4500991,797.9321818,728.9322816,824.2869033
Abcf1,169.3902958,230.7224797,213.9636163,239.262552,207.794619,300.1437666,295.0493416,290.9472197,240.5862021
Abcf2,524.7416773,546.9358781,434.4109786,551.2609198,374.5433873,383.1932554,395.2547784,363.6840246,337.0237092
Abcf3,252.2442449,269.8629003,274.4785785,355.0656271,325.8014397,313.2568437,353.5025131,312.8464728,329.9177877
Abcg1,713.4645612,694.2274611,760.7595247,844.1182834,946.619931,862.5490767,738.5511822,698.4297505,687.24413
Abcg2,183.1992873,109.1811734,106.9818082,94.74797058,151.3565743,122.3887203,131.7515928,123.5743567,124.8611935
Abcg3,0,1.03001107,0,0.957050208,3.420487556,2.914017151,0,3.128464728,1.015131654
Abcg4,191.4846822,227.6324465,246.3823461,285.200962,199.2434001,231.6643635,210.6169829,233.8527384,193.890146
Abcg5,0,0,0,0,0,0,0,0,0
Abcg8,0.920599434,0,0,0,0,0,0,0,0
Abhd1,17.49138924,11.33012177,20.53186217,28.71150624,28.21902233,21.85512863,21.34004672,21.89925309,18.27236978
Abhd10,135.3281168,126.6913616,132.916792,89.96271954,112.0209674,90.33453168,112.2672023,114.1889626,103.5434287
Abhd11,101.2659377,84.46090773,92.93369194,75.60696643,54.72780089,55.36632587,84.43235877,68.04410783,71.0592158
Abhd12,1739.01233,1878.740192,1692.257693,2122.737361,1496.463306,1494.890798,1441.844896,1254.514356,1214.097459
Abhd12b,2.761798301,0,0,0,10.26146267,4.371025726,0,0,0
Abhd13,558.8038563,538.6957896,534.9090408,485.2244554,542.1472776,492.4688985,466.6975435,494.297427,466.960561
Abhd14a,126.1221224,141.1115166,124.2717974,122.5024266,110.3107237,90.33453168,97.42195243,99.32875511,107.6039554
Abhd14b,88.37754565,53.56057564,65.91808382,44.98135977,79.52633567,58.28034302,35.2574685,62.56929455,57.8625043
Abhd15,17.49138924,13.39014391,11.88686757,9.570502079,23.94341289,11.6560686,10.2061093,15.64232364,7.10592158
Abhd16a,352.5895831,287.3730885,316.6229272,267.9740582,204.3741314,241.8634235,243.090967,229.9421575,241.6013337
Abhd16b,0,0,0,0,0,0,0,0,0
Abhd2,344.3041882,471.74507,410.6372434,528.2917148,534.4511806,625.0566789,497.3158714,573.2911614,616.1849142
Abhd3,316.6862052,337.8436309,277.7204515,337.8387234,287.3209547,164.641969,217.1117797,220.5567633,274.0855467
Abhd4,346.1453871,362.5638966,326.3485461,392.3905852,297.5824173,324.9129123,283.9154042,297.2041491,293.3730481
Abhd5,129.8045202,116.3912509,118.8686757,98.57617142,79.52633567,74.30743735,87.21584312,92.28970947,109.6342187
Abhd6,60.75956263,73.13078597,85.36932166,111.0178241,99.19413911,260.804535,142.8855302,141.5630289,142.1184316
Abhd8,768.7005272,768.3882582,811.548868,1018.301421,738.825312,721.2192449,622.5726674,599.8831115,510.6112221
Abi1,1573.304432,1792.219262,1636.065228,1848.063951,1875.282302,1706.157042,1568.02952,1373.396015,1470.925767
Abi2,3198.162433,3101.363332,3259.162964,2724.721942,3054.495387,3017.46476,2908.741151,2683.44062,2788.566654
Abi3,13.80899151,21.63023247,30.2574811,34.45380748,20.52292533,26.22615436,17.62873425,21.89925309,18.27236978
Abi3bp,0.920599434,10.3001107,0,2.871150624,5.985853222,1.457008575,0,7.821161819,14.21184316
Abl1,318.5274041,369.7739741,369.5735191,348.3662757,316.3950989,308.885818,355.3581693,398.0971366,344.1296308
Abl2,602.9926291,729.2478375,759.6789004,743.6280115,692.64873,1260.312418,982.5699773,958.0923229,887.2250659
Ablim1,261.4502392,252.3527121,252.866092,357.9367778,394.2111908,668.7669362,474.1201685,542.7886303,619.2303091
Ablim2,237.5146539,333.7235867,340.3966623,370.3784305,324.9463178,457.5006927,440.7183562,419.2142735,377.6289754
Ablim3,210.8172703,187.4620147,179.3836379,233.5202507,295.8721736,231.6643635,277.4206074,241.6739002,208.1019891
Abo,0,0,0,0,0,0,0,0,0
Abp1,0,2.06002214,0,0,0,1.457008575,0,0,0
Abr,4155.585844,4645.349925,4808.778246,5697.319888,5363.324487,6630.846027,5239.445384,4325.102486,4053.420696
Abra,0,0,0,0,0,0,0,0,1.015131654
Abracl,71.80675584,80.34086345,68.07933247,66.99351455,29.07414422,55.36632587,42.68009344,48.49120328,43.65066114
Abt1,109.5513326,106.0911402,92.93369194,117.7171756,96.62877344,87.42051453,98.34978054,90.7254771,81.21053234
Abtb1,115.9955287,126.6913616,145.8842839,132.0729287,126.5580396,110.7326517,110.4115461,119.6637758,100.4980338
Abtb2,87.45694621,81.37087452,98.33681356,92.83387017,96.62877344,74.30743735,71.44276511,62.56929455,62.93816257
Acaa1a,48.79176999,45.32048708,56.19246489,74.64991622,70.11999489,90.33453168,85.36018689,69.60834019,94.40724385
Acaa1b,0,0,1.080624325,1.914100416,0.855121889,0,0.927828118,1.564232364,0
Acaa2,116.9161281,163.7717601,75.64370274,82.30631788,77.81609189,83.0494888,74.22624947,106.3678007,131.9671151
Acaca,116.9161281,114.3312288,116.7074271,109.1037237,123.9926739,144.243849,118.7619991,124.3564729,131.9671151
Acacb,32.22098018,33.99036531,41.06372434,45.93840998,53.872679,42.25324869,41.75226533,63.35141074,74.10461076
Acad10,11.04719321,11.33012177,10.80624325,8.613451871,17.95755967,14.57008575,19.48439049,16.42443982,24.3631597
Acad11,234.7528556,169.9518265,188.0286325,185.6677403,204.3741314,201.0671834,174.4316862,158.7695849,172.5723812
Acad12,2.761798301,4.12004428,6.483745949,2.871150624,6.840975111,5.828034302,4.639140592,9.385394183,6.090789926
Acad8,195.16708,210.1222583,169.658019,198.109393,203.5190096,166.0989776,174.4316862,165.8086306,198.9658042
Acad9,270.6562335,239.9925793,234.4954785,222.9926984,236.8687632,167.5559862,213.4004672,179.1046057,211.1473841
Acadl,76.40975301,85.4909188,75.64370274,85.1774685,89.78779833,119.4747032,77.93756194,108.7141493,120.8006669
Acadm,107.7101338,128.7513837,102.6593109,97.61912121,96.62877344,80.13547165,91.85498372,86.81489619,117.7552719
Acads,22.09438641,25.75027675,35.66060272,22.96920499,18.81268156,17.48410291,12.98959366,21.89925309,20.30263309
Acadsb,355.3513814,422.3045387,414.9597407,397.1758363,409.6033848,397.7633411,361.8529662,452.0631532,474.0664826
Acadvl,225.5468613,244.1126236,235.5761028,276.5875101,258.2468104,206.8952177,207.8334985,220.5567633,236.5256755
Acan,77.33035244,122.5713173,151.2874055,55.50891206,69.264873,106.361626,89.99932748,61.00506219,85.27105896
Acap1,0,0,0,0.957050208,0,0,0,0.782116182,2.030263309
Acap2,841.4278825,990.8706493,1165.993647,712.0453547,1224.534545,1866.427985,1398.236974,1417.976638,1509.50077
Acap3,637.0548082,682.8973394,769.4045193,800.0939738,556.6843497,616.3146274,630.9231205,598.3188792,525.8381969
Acat1,680.3229816,589.166332,573.8115165,513.9359616,520.7692303,378.8222296,486.181934,452.8452693,459.8546394
Acat2,60.75956263,55.62059778,85.36932166,59.33711289,59.00341033,45.16726584,57.52534334,53.96601655,59.8927676
Acat3,11.04719321,22.66024354,14.04811622,6.699351455,21.37804722,5.828034302,12.06176554,13.29597509,4.060526617
Acbd3,99.42473885,123.6013284,143.7230352,115.8030752,134.2541366,179.2120548,223.6065765,222.1209957,230.4348855
Acbd4,134.4075173,117.421262,133.9974163,132.0729287,124.8477958,120.9317118,110.4115461,137.652448,104.5585604
Acbd5,391.2547594,414.0644501,383.6216353,315.8265686,430.981432,469.1567613,433.2957313,492.7331946,522.792802
Acbd6,123.3603241,144.2015498,153.4486541,138.7722801,132.5438928,148.6148747,150.3081552,143.9093775,113.6947453
Acbd7,1.841198868,0,0,4.78525104,0,2.914017151,0,0.782116182,1.015131654
Accs,8.285394904,15.45016605,9.725618924,19.14100416,15.392194,11.6560686,12.98959366,17.98867218,5.075658272
Accsl,2.761798301,2.06002214,3.241872975,0.957050208,0.855121889,2.914017151,2.783484355,2.346348546,0
Acd,52.47416773,66.95071955,60.51496219,75.60696643,77.81609189,78.67846308,81.64887441,82.1221991,72.07434746
Ace,19.33258811,132.871428,23.77373515,36.3679079,20.52292533,34.96820581,41.75226533,228.3779251,313.6756812
Ace2,6.444196037,5.15005535,2.16124865,2.871150624,6.840975111,11.6560686,7.422624947,3.128464728,11.1664482
Ace3,0,0,0,0,0,0,0,0,0
Acer1,0,0,0,0,0,0,0,0,0
Acer2,43.26817339,37.08039852,22.69311082,43.06725936,62.42389789,49.53829157,39.89660909,44.58062237,32.48421294
Acer3,190.5640828,184.3719815,188.0286325,128.2447279,178.7204748,80.13547165,130.8237647,142.3451451,175.6177762
Ache,141.7723128,191.582059,143.7230352,234.4773009,178.7204748,150.0718833,148.4524989,142.3451451,147.1940899
Acin1,382.9693645,424.3645608,363.0897731,534.9910662,556.6843497,767.8435193,638.3457454,627.2571779,541.0651717
Acly,864.4428683,854.909188,758.598276,963.7495594,814.9311601,766.3865107,811.8496035,775.0771363,803.9842702
Acmsd,0,0,0,0,0,0,0,0,1.015131654
Acn9,37.74457679,33.99036531,36.74122704,24.88330541,23.94341289,5.828034302,23.19570296,25.02771782,34.51447625
Acnat1,0.920599434,4.12004428,0,0,0,2.914017151,3.711312473,2.346348546,2.030263309
Acnat2,0,0,0,0,0,0,0,0,0
Aco1,181.3580885,219.3923579,245.3017217,194.2811922,162.4731589,134.0447889,213.4004672,197.875394,203.0263309
Aco2,2290.451391,2298.984708,2125.588047,2488.330541,1909.487178,1789.206531,1632.04966,1613.505683,1511.531033
Acot1,28.53858245,39.14042066,23.77373515,35.41085769,31.63950989,24.76914578,30.61832791,25.809834,47.71118775
Acot10,31.30038075,29.87032103,25.9349838,12.4416527,11.97170644,17.48410291,13.91742178,10.16751037,18.27236978
Acot11,318.5274041,330.6335534,341.4772867,444.0712965,421.5750912,390.4782982,349.7912006,307.3716595,320.7816028
Acot12,12.88839207,2.06002214,5.403121624,2.871150624,3.420487556,7.285042877,5.56696871,3.91058091,3.045394963
Acot13,186.8816851,236.9025461,220.4473623,254.5753553,252.2609572,281.2026551,226.3900609,245.5844811,219.2684373
Acot2,47.87117056,79.31085239,45.38622164,34.45380748,28.21902233,29.14017151,43.60792156,43.01639001,41.62039783
Acot3,15.65019037,15.45016605,11.88686757,14.35575312,15.392194,11.6560686,24.12353108,7.039045637,13.19671151
Acot4,5.523596603,10.3001107,5.403121624,3.828200832,5.985853222,7.285042877,10.2061093,8.603278001,7.10592158
